nconst	primaryName	birthYear	deathYear
nm0878494	Mark Twain	1835	1910
nm0878556	Theodore Tweston	\N	\N
nm0878609	Stan Twist	\N	\N
nm0878799	Dallas Tyler	1879	1953
nm0879826	Ranchhodbai Udayram	\N	\N
nm0880143	Ödön Uher ifj.	1892	1989
nm0880492	Edward Ullman	1867	1940
nm0880646	Lenore Ulric	1892	1970
nm0881333	Eve Unsell	1888	1937
nm0881616	Charles Urban	1867	1942
nm0881638	Max Urban	1882	1959
nm0882643	Yelizaveta Uvarova	\N	\N
nm0882755	J. V-s	\N	\N
nm0883519	Robert Valberg	1884	1955
nm0883898	Louise Vale	1881	1918
nm0883920	Travers Vale	1865	1927
nm0883923	Vola Vale	1897	1970
nm0884171	Karl Valentin	1882	1948
nm0884231	Grace Valentine	1884	1964
nm0884879	André Valldaura	\N	\N
nm0884979	Enrique Juan Vallejo	1882	1950
nm0885812	Frank Van Buren	\N	\N
nm0885818	Mabel Van Buren	1878	1947
nm0885820	Ned Van Buren	1882	1969
nm0886151	August Van den Hoeck	1863	1942
nm0886548	Cortland Van Deusen	1890	\N
nm0886610	Louis van Dommelen	1885	1970
nm0886611	Ansje van Dommelen-Kapper	1887	1973
nm0886724	Catherine Van Dyke	\N	\N
nm0887202	Charles van Houten	\N	\N
nm0887428	Charles E. van Loan	1876	1919
nm0887714	Ernest Van Pelt	1883	1961
nm0887833	A.W.G. van Riemsdijk	1878	1930
nm0888126	Jessalyn Van Trump	1887	1939
nm0888396	Beatrice Van	1890	1983
nm0888419	Nip Van	\N	\N
nm0888428	Wally Van	1880	1974
nm0888482	Violet Vanbrugh	1867	1942
nm0888539	Louis Joseph Vance	1879	1933
nm0888708	Jacques Vandenne	\N	\N
nm0888983	Denton Vane	1890	1940
nm0888988	Lance Vane	1884	1942
nm0889511	Victor Varconi	1891	1976
nm0889772	Gerardo M. Vargas Machuca	\N	\N
nm0889904	Ricardo Vargas	\N	\N
nm0890988	E. Vaudray	\N	\N
nm0890993	Simone Vaudry	1906	1993
nm0891007	Bernard Vaughan	\N	\N
nm0891119	Vivian Vaughan	1902	1966
nm0891238	Robert Vaughn	1877	\N
nm0891261	William Vaughn	\N	\N
nm0891321	Sydney Vautier	1884	1921
nm0892185	Perry N. Vekroff	1880	1937
nm0892614	Gaston Velle	1872	1948
nm0892682	Luz Veloso	1880	1962
nm0892836	Vina de Velázquez	\N	\N
nm0893299	Alexia Ventura	\N	\N
nm0893346	Maria Ventura	1890	1954
nm0893966	Rosalind Vereen	\N	\N
nm0894523	Jules Verne	1828	1905
nm0894632	Agnes Vernon	1895	1948
nm0894643	Bobby Vernon	1897	1939
nm0894646	Charles E. Vernon	1848	1926
nm0894679	Isabel Vernon	1874	1930
nm0894737	Henry J. Vernot	1873	1928
nm0895382	Jenöné Veszprémy	1854	1945
nm0895515	Gabriel Veyre	1871	1936
nm0895798	Henry Vibart	1863	1943
nm0896066	José Vico	\N	\N
nm0896542	King Vidor	1894	1982
nm0896618	Amelia Vieira	1850	1928
nm0897085	Robert G. Vignola	1882	1953
nm0897388	José Vilar	\N	\N
nm0897441	Ernesto Vilches	1879	1954
nm0897642	Pancho Villa	1878	1923
nm0897953	Angelina Villar	\N	\N
nm0898147	Carmen Villasán	\N	\N
nm0898366	Charles Villiers	\N	\N
nm0898416	Paul Villé	1881	1977
nm0898660	James Vincent	1882	1957
nm0898785	Walter Vincent	\N	\N
nm0899133	Horace Vinton	1854	1930
nm0899157	Giulio Vinà	\N	\N
nm0899837	Carmen Vital	\N	\N
nm0900111	Giovanni Vitrotti	1874	1966
nm0900293	José Vives	\N	\N
nm0900330	Robert Vivian	1859	1944
nm0900812	Arthur Voegtlin	1858	1948
nm0900892	Franz Vogel	1883	1956
nm0901502	Alexandre Volkoff	1885	1942
nm0901629	Karl Vollmöller	1878	1948
nm0901654	Jacques Volnys	\N	1925
nm0902115	Birger von Cotta-Schønberg	1889	1958
nm0902120	Arzén von Cserépy	1881	1958
nm0902426	Hubert von Herkomer	1849	1914
nm0902446	Hugo von Hofmannsthal	1874	1929
nm0902509	Tilly von Kaulbach	1874	1966
nm0902615	Ica von Lenkeffy	1896	1955
nm0902698	Harry von Meter	1871	1956
nm0902731	Ritter von Mosenthal	1821	1877
nm0902876	Erich von Ritzau	1877	1936
nm0902961	Franz von Schoenthan	1849	1913
nm0903080	Bertha von Suttner	1843	1914
nm0903194	Gustav von Wangenheim	1895	1975
nm0903235	Eduard von Winterstein	1871	1961
nm0903249	Paul von Woringen	1859	1928
nm0903455	Henry Vorins	\N	\N
nm0903628	Gayne Whitman	1890	1958
nm0903941	Aleksandr Voznesensky	1880	1939
nm0903955	Helene Voß	1876	1926
nm0903959	Richard Voß	1851	1918
nm0905387	Baby Lillian Wade	1907	1990
nm0905426	Frank Wade	\N	\N
nm0905629	William Wadsworth	1874	1950
nm0905937	Jack Wagner	1891	1963
nm0905989	Leon Wagner	1885	\N
nm0906197	Georges Wague	1874	1965
nm0906448	Dan Waid	\N	\N
nm0906530	Charles Wainwright	\N	\N
nm0906610	James R. Waite	1845	1913
nm0906636	Virginia Waite	1877	1941
nm0906942	Marie Walcamp	1894	1936
nm0906971	Julia Walcott	1845	1915
nm0906972	William Walcott	\N	\N
nm0907213	Else Waldmann	\N	\N
nm0907289	Charles Waldron	1874	1946
nm0907803	Inez Walker	\N	\N
nm0907885	Johnnie Walker	1894	1949
nm0907973	Lillian Walker	1887	1975
nm0908053	Mrs. Allen Walker	\N	\N
nm0908154	Robert Walker	1888	1954
nm0908379	Boots Wall	\N	\N
nm0908390	David Wall	1870	1938
nm0908528	Baby Wallace	\N	\N
nm0908682	Irene Wallace	1898	1977
nm0908753	Lew Wallace	1827	1905
nm0908784	May Wallace	1877	1938
nm0908797	Morgan Wallace	1881	1953
nm0909105	Miles Wallerton	\N	\N
nm0909339	Edwin Wallock	1877	1951
nm0909492	Stanley Walpole	1881	1967
nm0909636	Felix Walsh	1911	1992
nm0909639	Frank Walsh	1860	1932
nm0909648	George Walsh	1889	1981
nm0909708	John A. Walsh	\N	\N
nm0909825	Raoul Walsh	1887	1980
nm0909894	Tom Walsh	1863	1925
nm0910021	Eugene Walter	1874	1941
nm0910105	Olive Walter	1898	1961
nm0910321	Mrs. George W. Walters	1835	1916
nm0910388	William Walters	1884	1944
nm0910400	Henry B. Walthall	1878	1936
nm0910495	Constance Walton	1870	1954
nm0910509	Fred Walton	1865	1936
nm0910564	Mrs. E. Walton	\N	\N
nm0911139	Richard Wangermann	1859	1930
nm0911286	August Warberg	1842	1915
nm0911311	E.A. Warburton	1867	1914
nm0911493	Denis Ward	\N	\N
nm0911560	Gerald Ward	\N	\N
nm0911568	Harry Ward	\N	\N
nm0911577	Ida Ward	\N	\N
nm0911699	Lucille Ward	1880	1952
nm0911959	Ernest C. Warde	1874	1923
nm0911963	Frederick Warde	1851	1935
nm0912196	Irene Warfield	1896	1961
nm0912354	Henry Christeen Warnack	\N	\N
nm0912399	Anne Warner	1869	1913
nm0912478	H.B. Warner	1876	1958
nm0912686	Walter Warr	\N	\N
nm0912817	Edward Warren	1856	1930
nm0912844	Giles Warren	1867	\N
nm0912859	Irene Warren	\N	\N
nm0913085	Lule Warrenton	1862	1932
nm0913094	Robert Warwick	1878	1964
nm0913298	Kurt Waschneck	1882	\N
nm0913338	Alice Washburn	1861	1929
nm0913341	Bryant Washburn	1889	1963
nm0913432	Eleanor Washington	1878	1953
nm0913611	Lilly Wasmuth	1886	1970
nm0914003	Ida Waterman	1852	1941
nm0914476	Howard Watrous	\N	\N
nm0914558	Coy Watson	1912	2009
nm0914772	Leonide Watson	\N	\N
nm0914808	Minor Watson	1889	1965
nm0914867	Roy Watson	1876	1937
nm0915245	Tom Watts	\N	\N
nm0915270	William Wauer	1866	1962
nm0915592	Justina Wayne	\N	1951
nm0915862	Henry Weaver	1858	1922
nm0916043	Catherine Webb	\N	\N
nm0916376	Frederick Webber	1889	1918
nm0916379	George Webber	1876	1967
nm0916633	Joe Weber	1867	1942
nm0916665	Lois Weber	1879	1939
nm0916828	Ben Webster	1864	1947
nm0916904	Harry McRae Webster	1872	1940
nm0916906	Henry Kitchell Webster	1875	1932
nm0917018	Thomas Webster	\N	\N
nm0917149	Frank Wedekind	1864	1918
nm0917232	Frank Weed	1869	1944
nm0917291	Alice Weeks	\N	\N
nm0917339	Marion Weeks	1886	1968
nm0917467	Paul Wegener	1874	1948
nm0917726	Edna May Weick	1905	1983
nm0917744	Fritz Weidemann	1871	1919
nm0917874	Edwin F. Weigle	1889	1973
nm0918380	Friedrich Weinmann	1885	1929
nm0918646	Marie Weirman	\N	\N
nm0919047	John Weiss	\N	\N
nm0919054	Josef Weiss	1864	1945
nm0919056	Joseph Leon Weiss	\N	\N
nm0919225	Hanni Weisse	1892	1967
nm0919469	Poul Welander	1879	1942
nm0919552	George T. Welsh	\N	\N
nm0919561	James Welch	1865	1917
nm0919737	Marion Weldon	1913	1989
nm0919966	Charles Wellesley	1873	1946
nm0920132	Carolyn Wells	1870	1942
nm0920136	Charles Wells	1851	1924
nm0920193	E.N. Wells	\N	\N
nm0920229	H.G. Wells	1866	1946
nm0920250	Jane Wells	\N	\N
nm0920300	L.M. Wells	1862	1923
nm0920323	Mai Wells	1862	1941
nm0920328	Marie Wells	1894	1949
nm0920469	William Wells	\N	\N
nm0920533	Dorothy Welsh	\N	\N
nm0920607	William Welsh	1870	1946
nm0921506	Hugo Werner-Kahle	1882	1961
nm0921938	Beverly West	\N	\N
nm0921940	Billie West	1891	1967
nm0921941	Billy West	1892	1975
nm0921945	Blanche West	\N	\N
nm0921980	Charles West	1885	1943
nm0922044	Dorothy West	1891	1980
nm0922066	Ethel West	\N	\N
nm0922096	Henry West	1868	1936
nm0922259	Mrs. Tony West	\N	\N
nm0922286	Paul West	1871	1918
nm0922304	Raymond B. West	1886	1923
nm0922392	William West	1856	1915
nm0922396	William H. West	1860	1915
nm0922478	Virginia Westbrook	1844	1923
nm0922707	Frank H. Westerton	1871	1923
nm0922928	Charles Weston	1886	1919
nm0922959	Harold Weston	1885	1959
nm0922987	Maggie Weston	\N	1926
nm0922997	Mildred Weston	\N	\N
nm0923023	William Weston	\N	\N
nm0923198	Ragna Wettergreen	1864	1958
nm0923495	William Wilfrid Whalen	\N	\N
nm0923594	Leopold Wharton	1870	1927
nm0923603	Theodore Wharton	1875	1931
nm0923760	A.C. Wheeler	\N	\N
nm0923990	Charles Wheelock	1874	1948
nm0924145	Mrs. Thomas Whiffen	1845	1936
nm0924185	Clara Whipple	1887	1932
nm0924227	Margaret Whistler	1888	1939
nm0924307	Slim Whitaker	1893	1960
nm0924475	Arthur White	1881	1924
nm0924613	Chrissie White	1895	1989
nm0924787	Frances White	1896	1969
nm0924829	Gilbert White	1877	1939
nm0924834	Glen White	1880	\N
nm0924842	Grace Miller White	1868	1965
nm0924893	J. Fisher White	1865	1945
nm0924920	James H. White	1872	1944
nm0925118	Leo White	1882	1948
nm0925213	Metta White	\N	\N
nm0925310	Pearl White	1889	1938
nm0925404	Roger White	\N	\N
nm0925481	Stewart Edward White	1873	1946
nm0925513	Thomas White	1898	\N
nm0925689	Hubert Whitehead	1877	1949
nm0926190	Vincent Whitman	1892	1973
nm0926280	Claire Whitney	1890	1969
nm0926330	Marion Whitney	\N	\N
nm0926514	John Greenleaf Whittier	1807	1892
nm0926516	Robert Whittier	1870	1936
nm0926599	May Whitty	1865	1948
nm0926617	Robert Whitworth	\N	\N
nm0927038	Wallace Widdicombe	1868	1969
nm0927183	Birger Widt	\N	\N
nm0927255	Gustav Wied	1858	1914
nm0927374	Emma Wiehe	1864	1949
nm0927434	Harry Wulze	1887	1923
nm0927468	Robert Wiene	1873	1938
nm0927620	Grete Wiesenthal	1885	1970
nm0927689	Agnes Thorberg Wieth	1886	1981
nm0927690	Carlo Wieth	1885	1943
nm0928108	Crane Wilbur	1886	1973
nm0928118	Mabel Wilbur	1884	1952
nm0928204	Ella Wheeler Wilcox	1850	1919
nm0928492	Oscar Wilde	1854	1900
nm0928513	Sybil Wilde	\N	\N
nm0928605	Marshall P. Wilder	1859	1915
nm0928910	Carl Wilhelm	1872	\N
nm0929147	Anna Tupper Wilkes	\N	\N
nm0929200	Violet Wilkey	1903	1976
nm0929608	Eloise Willard	1873	\N
nm0929619	Lee Willard	1873	1940
nm0929649	Irvin Willat	1890	1976
nm0929807	Dean Willets	\N	\N
nm0929808	Gilson Willets	1869	1922
nm0929996	Alice Williams	\N	\N
nm0930198	C.J. Williams	1858	1945
nm0930290	Clara Williams	1888	1928
nm0930308	Cora Williams	1870	1927
nm0930504	Earle Williams	1880	1927
nm0930543	Emmett A. Williams	1892	1916
nm0930564	Esta Williams	\N	\N
nm0930584	Florence Williams	\N	\N
nm0930596	Frank D. Williams	1893	1961
nm0930656	George A. Williams	1854	1936
nm0930688	Grace Williams	1894	1987
nm0930788	Ida Williams	\N	\N
nm0931031	Kathlyn Williams	1879	1960
nm0931225	Malcolm Williams	1870	1937
nm0931239	Margot Williams	\N	\N
nm0931381	Nellie Williams	\N	\N
nm0931935	William A. Williams	1870	1942
nm0931989	C.N. Williamson	1859	1920
nm0932035	George M. Williamson	1885	1956
nm0932048	J. Ernest Williamson	1881	1966
nm0932055	James Williamson	1855	1933
nm0932328	F. McGrew Willis	1891	1957
nm0932346	Hubert Willis	1862	1933
nm0932387	Louise Willis	1880	1929
nm0932428	Paul Willis	1901	1960
nm0932440	Richard Willis	1876	1945
nm0932472	Susanne Willis	\N	\N
nm0932588	Louis Willoughby	1876	1968
nm0932614	Anthony E. Wills	\N	\N
nm0932784	Louise Willy	\N	\N
nm0932878	Max Wilmsen	1885	1953
nm0933026	Augusta Jane Evans Wilson	1835	1909
nm0933045	Ben F. Wilson	1876	1930
nm0933162	Charles J. Wilson	1894	1974
nm0933355	Edna Mae Wilson	1906	\N
nm0933368	Elsie Jane Wilson	1885	1965
nm0933406	Frank Wilson	1873	1952
nm0933424	Fred L. Wilson	\N	1920
nm0933446	George E. Wilson	\N	\N
nm0933448	Georgia Wilson	\N	\N
nm0933479	Hal Wilson	1861	1933
nm0933491	Harry Leon Wilson	1867	1939
nm0933640	John Fleming Wilson	1877	1922
nm0933643	John P. Wilson	\N	\N
nm0933780	Lucile Wilson	\N	\N
nm0933805	Margery Wilson	1896	1986
nm0933878	Millard K. Wilson	1890	1933
nm0934232	Tom Wilson	1880	1965
nm0934300	William J. Wilson	1874	1936
nm0934306	Woodrow Wilson	1856	1924
nm0934399	Simeon Wiltsie	1853	1918
nm0934524	Forrest Winant	1888	1928
nm0934669	Fred Windemere	1892	1970
nm0934969	Red Wing	1884	1974
nm0934979	William E. Wing	1869	1947
nm0935488	Herbert Hall Winslow	1865	1930
nm0935675	Bottles Winter	\N	\N
nm0935763	John Strange Winter	1856	1911
nm0935849	Winona Winter	1889	1940
nm0935879	Carl Winterhoff	1874	1937
nm0936051	Barbara Winthrop	\N	\N
nm0936420	Thomas A. Wise	1865	1928
nm0936644	Owen Wister	1860	1938
nm0936738	L.J. Withers	\N	\N
nm0936767	Chester Withey	1887	1939
nm0937006	Darr Wittenmyer	1888	1940
nm0937058	Mattie Witting	1863	1945
nm0937377	Max Wogritsch	1880	1951
nm0937581	William Wolbert	1883	1918
nm0937599	Helen Wolcott	1892	1985
nm0937628	Sofus Wolder	1871	1914
nm0938041	Frank E. Wolfe	1869	\N
nm0938059	Jane Wolfe	1875	1958
nm0938878	W. Carey Wonderly	1885	1931
nm0939702	Frank Wood	\N	\N
nm0939717	George Wood	\N	\N
nm0939904	Mrs. Henry Wood	1814	1887
nm0939908	N.Z. Wood	1857	1936
nm0940425	Nancy Mann Waddel Woodrow	1875	1935
nm0940450	Eleanor Woodruff	1891	1980
nm0940457	Henry Woodruff	1869	1916
nm0940488	Frank E. Woods	1860	1939
nm0940629	Jack Woods	1897	1942
nm0940689	Lotta Woods	1869	1957
nm0940927	Fred Woodward	1882	1960
nm0941388	Dean C. Worcester	\N	\N
nm0941525	Emmy Worm-Müller	1875	1950
nm0941542	Jean Worms	1884	1943
nm0941562	Duke Worne	1888	1933
nm0941652	Adele Worth	\N	\N
nm0941782	William Worthington	1872	1941
nm0942385	Ethel Wright	1891	1958
nm0942610	Mabel Wright	1880	1972
nm0942917	Walter Wright	1885	1958
nm0943255	Fred Wulf	\N	\N
nm0943285	Marius Wulff	1881	1953
nm0943544	Fred Wyatt	\N	\N
nm0943625	Jessie Wyckoff	1881	1969
nm0943896	Edward Wynard	1889	1927
nm0943913	Olive Wyndham	1886	1971
nm0943957	Edgar G. Wynn	\N	\N
nm0944017	Bert Wynne	1889	1971
nm0944028	Gladys Wynne	1889	1964
nm0944584	Margarita Xirgu	1888	1969
nm0946238	Varvara Yanova	1890	1943
nm0946801	Norman Yates	1880	1918
nm0948803	Kathleen Yorke	1898	1984
nm0949133	Barry O'Moore	1879	1945
nm0949372	Charles Young	\N	\N
nm0949403	Clara Kimball Young	1890	1960
nm0949546	Frank Young	1889	1951
nm0949565	George Young	\N	\N
nm0949617	Howard Irving Young	1893	1952
nm0949648	James Young	1872	1948
nm0949841	Lucille Young	1883	1934
nm0950148	W.W. Young	\N	\N
nm0950268	Henry Youngman	1846	1940
nm0951258	Mimi Yvonne	\N	\N
nm0952034	Otto Zahrádka	1882	1939
nm0953014	Orestes A. Zangrilli	1881	1965
nm0954051	Stanislaw Sebel	1886	1946
nm0954087	Ferdinand Zecca	1864	1947
nm0954390	Erich Zeiske	\N	\N
nm0955998	Carl Zickner	1863	1939
nm0956049	Lili Ziedner	1895	1939
nm0956070	Marison Ziegfeld	\N	\N
nm0956071	Mignon Ziegfeld	1871	1966
nm0956272	Bruno Ziener	1870	1941
nm0956274	Manny Ziener	1887	1972
nm0956428	Gyula Zilahi	1859	1938
nm0957652	Émile Zola	1840	1902
nm0957703	William Zollinger	1874	1946
nm0957979	José Zorrilla	1817	1893
nm0957985	Pedro Zorrilla	\N	\N
nm0958169	Béla Zsitkovszky	1868	1930
nm0958532	Adolph Zukor	1873	1976
nm0959065	Fru Zwinge	\N	\N
nm0959066	Waldemar Zwinge	\N	\N
nm0959358	Serafín Álvarez Quintero	1871	1938
nm0959818	Olof Ås	1892	1949
nm0959921	Henri Étiévant	1870	1953
nm0989460	Elinor Kershaw	1884	1971
nm0992180	Claude Grahame White	\N	\N
nm0992512	Gustav Hamel	\N	\N
nm0993508	Marie-Louise Derval	1884	1965
nm0997193	József Katona	1791	1830
nm0998466	Robert Leonard	1888	1948
nm1000925	Raffaele Giovagnoli	\N	\N
nm1003261	Alexander Christian	1881	1937
nm1004685	Robert McWade Sr.	1835	1913
nm10094537	Fridrikh Reyngardt	\N	\N
nm1009574	Bertina Smith	\N	\N
nm10102653	Alfred Collins	\N	\N
nm1010943	Alfred Dampier	1843	1908
nm1010955	Beatrice Day	\N	\N
nm1011210	Mr. Graham	\N	\N
nm10125293	Elliot Schenk	\N	\N
nm1012587	Blair	\N	\N
nm1012612	Harold Graham	\N	\N
nm1012621	John Jones	\N	\N
nm10130532	Robert Stronach	\N	\N
nm1013170	W. Chrystie Miller	1843	1922
nm1014493	Alfredo Bracci	\N	\N
nm1014629	Charles Cozens Spencer	1874	1930
nm1015268	Frederick Melville	1877	1938
nm1022174	N. Semyonov	\N	\N
nm10236280	Herr Limberg	\N	\N
nm10236281	Herr Jehrisch	\N	\N
nm10236282	Herr Lehmann	\N	\N
nm1024447	Ferdinand Gýra	1861	1933
nm10244897	Camilla Eibenschütz	\N	\N
nm1024681	Josef Kricenský	1874	1930
nm1026117	Mrs. Henry Lytton	1864	1947
nm1026284	Lucille Browne	1876	1967
nm1026322	Flora Foster	1898	1914
nm1027262	John Reinhardt	1885	\N
nm1029576	Giuseppe Gambardella	1880	1950
nm1033426	Nikolai Vekov	1870	\N
nm10342565	Randolph Feelgood	\N	\N
nm1037251	Caldwell	\N	\N
nm1040375	Mr. James	\N	\N
nm1045638	Sabine Impekoven	1889	1970
nm1046695	Josef Schelepa	\N	\N
nm1046841	Hermine Solti	1887	1966
nm1047053	Arthur Ullmann	1885	\N
nm10501864	Mme. Ondine	\N	\N
nm1050849	José Yepes	\N	\N
nm1052580	Tom Haverly	\N	\N
nm1053222	Anna Sedlácková	1887	1967
nm1059690	Karel Vána	1867	1951
nm10597556	Marco Lienhard	\N	\N
nm1059958	Beth Taylor	1888	1951
nm1060948	Mihály Nádor	1882	1944
nm1065030	Jess Dandy	1871	1923
nm1065378	Matild Gyõry	1879	1961
nm1069398	Edvard Jacobsen	1879	1941
nm1069712	Agnes Lorentzen	1874	1947
nm1070136	Magna Redøhl	1878	1946
nm1071095	Nicholas Rowe	1674	1718
nm1071728	Victoria Petersen	1865	1944
nm1071930	Bret Hampton	\N	\N
nm1073465	Frank Pementel	1889	1934
nm1073527	Josephine Rector	1885	1958
nm1074398	Charles Tipton	\N	\N
nm1076272	G.C. Colonna	\N	\N
nm1077941	Lucy Sibley	1864	1945
nm1089829	Rachel Gillet	\N	\N
nm1090550	Adél Marosi	1878	1956
nm1090737	Alajos Mészáros	1877	1920
nm1096012	Sam Cunningham	\N	\N
nm1096199	Joseph Dennis	\N	\N
nm1096358	Gladys Du Pell	1893	\N
nm1097174	Harry Hartzell	\N	\N
nm10980419	Anton Ascher	\N	\N
nm1100197	A. Baldwin Sloane	1872	1925
nm1100459	Andor Szakács	1865	1924
nm1102226	Walter E. Seig	\N	\N
nm1104569	Péter Andorffy	1856	1919
nm1106102	Grace Pierce	1858	1923
nm1106499	Sándor Szõke	1880	1970
nm1108042	David Barnett	\N	\N
nm1109179	A.H. Frahlich	\N	\N
nm1110269	Adorján Nagy	1888	1956
nm1112850	Frederick Opper	1857	1937
nm1113433	Eugenio Bava	1886	1966
nm1118823	Abraham Lincoln	1809	1865
nm11189766	Doris Johannessen	\N	\N
nm1121434	Irene Vernon	\N	\N
nm11225194	James White	\N	\N
nm1125338	Vita Blichfeldt	\N	\N
nm11255945	Charles F. Coghlan	1842	1899
nm1129529	Willy	1859	1931
nm1132546	Pongrác Kacsóh	1873	1923
nm1135106	Filoteo Alberini	1865	1937
nm1135428	Robert Hood Bowers	1877	1941
nm1138324	William Howard Taft	1857	1930
nm1140362	William Holland	\N	\N
nm1141114	R.C. Carton	1853	1928
nm1141827	Claire Kroell	\N	\N
nm11441582	J.H. Hazelton	\N	\N
nm1144519	Robert Stanton	\N	\N
nm1145098	John Russell Corvell	\N	\N
nm1145456	Betty Hartigan	\N	\N
nm1145473	Murray Herbert	\N	\N
nm1145809	Scott Marble	1847	1919
nm11461975	Alfred Boyd	\N	\N
nm11468708	Enrique García Álvarez	1873	1931
nm1147710	Nancy Avril	\N	\N
nm1148236	Miriam Collins	\N	\N
nm1148255	Georges Coquet	\N	\N
nm1148349	Kathryn Dana	\N	\N
nm1148936	Henry Grammar	1883	\N
nm1149121	Edwin Hickok	\N	\N
nm1149906	Marguerite Marquis	\N	\N
nm11502077	John Russel Coryell	\N	\N
nm1150343	Lucy d'Orbel	\N	\N
nm1150660	Jane Renouardt	1890	1972
nm1151424	Félicien Trewey	1848	1920
nm1151675	Karl Werner	\N	\N
nm1151934	Charles Fuqua	1875	\N
nm1151967	Arthur Patrick 'Pat' Long	\N	\N
nm1152008	Frank Smiley	\N	\N
nm1152083	Lotte Müller	1901	1972
nm1154568	George Allaine	\N	\N
nm1154771	Neil Broaded	\N	\N
nm1154913	A.W. Collins	\N	\N
nm1155414	George Hooker	\N	\N
nm1155538	Betty Kastner	\N	\N
nm1155556	Ralph Kennedy	\N	\N
nm1155732	Paulette Lorsy	\N	\N
nm1155933	Hugh Mosher	\N	\N
nm1156590	Richard Trethwick	\N	\N
nm1156622	Ethel C. Unland	\N	\N
nm1157425	Josephine West	\N	\N
nm1157815	O.H. Nelson	\N	\N
nm1158467	William Bodie	1886	1948
nm1159153	Lew Harkness	\N	\N
nm1159457	Mona Knoll	\N	\N
nm1159766	Judson Melford	1900	1978
nm1159832	Ernst Munkeboe	1868	1943
nm1160010	Eileen Paul	\N	\N
nm1160080	C. Rhys Pryce	\N	1915
nm1160117	Knute Rahm	1876	1957
nm1160549	Arthur Travers	\N	\N
nm1160705	Kate Winston	\N	\N
nm1160942	Walter Healey	\N	\N
nm1166458	F.E. Montgomery	\N	\N
nm11665864	Henry Gillen	\N	\N
nm1167224	John Revett	\N	\N
nm1168170	Louis Tunc	\N	\N
nm1169675	Helen Castle	\N	\N
nm11698541	Léon Laffitte	\N	\N
nm1173635	H. Kyrle Bellew	1850	1911
nm1173967	Marie Dorly	\N	\N
nm1174665	Jesse Robinson	1890	\N
nm1176759	John Townsend Trowbridge	1827	1916
nm1178542	Charles J. Grahm	\N	\N
nm1179300	Don Luis Terrazas	\N	\N
nm1181073	Suzy Depsy	\N	\N
nm1183167	William R. Sadler	\N	\N
nm1189670	Charles Hoskins	\N	\N
nm1190291	Albert McGovern	1882	\N
nm1191628	Edwin Alexander	\N	\N
nm11957982	Katharine Lewis	\N	\N
nm1197649	Betty Emerson	\N	\N
nm12011828	Suzanne Faes	\N	\N
nm12016940	Ibolyka Kaczér	\N	\N
nm12016941	Tibor Kaczér	\N	\N
nm1204409	Eugenia Tettoni Fior	\N	\N
nm1206019	Walter Melville	1875	1937
nm1206604	Mary Fry Clements	\N	\N
nm1206972	B.S. Ingemann	1789	1862
nm1207539	Alberta Roy	\N	\N
nm1209346	Castelo Branco	\N	\N
nm1210247	J.H. Martin	1874	\N
nm1211519	Mabel Halsey	\N	\N
nm1212424	Hal August	1890	1918
nm12139966	Rosanna Bainbridge	\N	\N
nm1215402	Jane Stewart	\N	\N
nm1215996	Brunnet	\N	\N
nm1216205	Madeleine Céliat	\N	\N
nm1217957	Flora R. Snyder	1873	1952
nm1218280	H.B. Marriott Watson	1863	1921
nm1220249	Arthur Balfour	\N	\N
nm1221307	Dwight Mead	1885	\N
nm1221809	Lucy Sheldon	\N	\N
nm1222085	Marguerite Wolff	\N	\N
nm1222231	Blanche Ayers	\N	\N
nm1222931	Ed Harper	\N	\N
nm1225415	Arthur Gandi	\N	\N
nm1230894	Carmen Ruiz	\N	\N
nm1234058	F. Reinhardt	\N	\N
nm1234552	S. Tarasov	\N	\N
nm1234590	Paul Thiemann	\N	\N
nm1234686	Walter Turszinsky	1874	1915
nm12367344	Petermann Etterlin	\N	\N
nm1242185	H. Scott Salinas	\N	\N
nm1245597	Paul Raas	\N	\N
nm1247398	Jane Day	\N	\N
nm1250355	Edward LeSaint	1870	1940
nm1252330	Forrest Macomber	\N	\N
nm1253410	Miss Tafft	\N	\N
nm1255970	Jean	\N	\N
nm12577271	Die Garde Füsilier-Regiment	\N	\N
nm1261170	Hans Neergaard	1865	1926
nm1263330	Lydia De Roberti	\N	\N
nm1263399	G.T. Evans	\N	\N
nm1263553	P. Herbert	\N	\N
nm1263721	Bernardine Prissi Leist	\N	\N
nm12639004	Xavier Guillaume Mertz	\N	\N
nm12639005	Belgrave Edward Sutton Ninnis	\N	\N
nm1263982	Madame Pilar-Morin	\N	\N
nm1264018	Mirra Principi	1871	\N
nm1265835	Mrs. George Gebhardt	\N	\N
nm1266292	Oscar Langkilde	1874	1953
nm1266374	Leslie Loveridge	1907	1972
nm1266474	Axel Mattsson	1887	1937
nm1266490	Wallace McCutcheon Jr.	1880	1928
nm1266491	Mrs. Wallace McCutcheon	1866	1936
nm1266519	Mesnery	\N	\N
nm12667782	Miklós Faludi	\N	\N
nm12667783	Béla Erényi	1872	1935
nm1267013	Suzanne Seylor	\N	\N
nm12670640	M. Simome	\N	\N
nm1267460	Einar Zangenberg	1882	1918
nm1267548	Grover Cleveland Alexander	1887	1950
nm1267949	Henry C. Carey	\N	\N
nm1267957	Bill Carrigan	1883	1969
nm1267981	George Chalmers	1888	1960
